Date,Address,Rate,Amount,Category,Product Name
2024-05-09,"Chitwan, Bagmati",1150,3450,Dairy,Ghee (1L)
2025-02-21,"Dharan, Koshi",50,100,Snacks,Papad (pack)
2025-01-21,"Nepalgunj, Lumbini",100,300,Fruits,Bananas (dozen)
2025-10-04,"Pokhara, Gandaki",50,500,Personal Care,"Soap (bath, bar)"
2024-04-17,"Butwal, Lumbini",200,600,Household,Washing Powder (1kg)
2024-07-14,"Itahari, Koshi",2000,4000,Household,Cooking Gas (small cylinder)
2024-06-29,"Nepalgunj, Lumbini",100,100,Vegetables,Onions (1kg)
2025-10-10,"Bhaktapur, Bagmati",105,210,Essentials,Sugar (1kg)
2024-02-02,"Dharan, Koshi",200,200,Household,Washing Powder (1kg)
2025-01-30,"Itahari, Koshi",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-01-04,"Dharan, Koshi",90,540,Flours,"Wheat Flour (Atta, 1kg)"
2024-11-08,"Butwal, Lumbini",40,160,Snacks,Chips/Namkeen (pack)
2024-11-30,"Pokhara, Gandaki",50,100,Personal Care,"Soap (bath, bar)"
2024-10-01,"Itahari, Koshi",40,160,Snacks,Chips/Namkeen (pack)
2024-02-20,"Bhaktapur, Bagmati",200,600,Dairy,"Local Cheese (Chhurpi, pack)"
2024-08-14,"Hetauda, Bagmati",150,300,Flours,"Besan (Gram Flour, 1kg)"
2024-09-18,"Itahari, Koshi",50,350,Snacks,Titaura (pack)
2025-01-14,"Kathmandu, Bagmati",170,510,Essentials,Jaggery (1kg)
2024-06-17,"Butwal, Lumbini",40,360,Snacks,Chips/Namkeen (pack)
2024-03-04,"Bhaktapur, Bagmati",550,1650,Beverages,Tea Leaves (1kg)
2025-09-14,"Kathmandu, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2024-09-22,"Hetauda, Bagmati",120,120,Dairy,Milk (1L)
2024-06-17,"Hetauda, Bagmati",80,240,Personal Care,Toothpaste (100g)
2024-11-12,"Lalitpur, Bagmati",240,480,Health Foods,Flax Seeds (1kg)
2024-01-19,"Bhaktapur, Bagmati",1150,2300,Dairy,Ghee (1L)
2025-06-17,"Nepalgunj, Lumbini",25,175,Essentials,Salt (1kg)
2025-06-25,"Nepalgunj, Lumbini",2000,4000,Household,Cooking Gas (small cylinder)
2025-04-01,"Chitwan, Bagmati",25,50,Essentials,Salt (1kg)
2024-02-24,"Itahari, Koshi",30,120,Household,Candles (pack)
2025-02-15,"Kathmandu, Bagmati",50,300,Personal Care,"Soap (bath, bar)"
2024-12-27,"Lalitpur, Bagmati",50,150,Snacks,Papad (pack)
2025-02-11,"Nepalgunj, Lumbini",240,720,Health Foods,Flax Seeds (1kg)
2025-09-21,"Chitwan, Bagmati",200,400,Grains & Pulses,Moong Dal (1kg)
2025-05-21,"Janakpur, Madhesh",25,200,Essentials,Salt (1kg)
2025-08-03,"Biratnagar, Koshi",1150,1150,Dairy,Ghee (1L)
2024-09-14,"Itahari, Koshi",50,400,Spices,Chili Powder (100g)
2024-12-07,"Kathmandu, Bagmati",5,25,Household,Matches (box)
2024-11-20,"Bhaktapur, Bagmati",100,300,Condiments,Tomato Ketchup (bottle)
2024-01-03,"Kathmandu, Bagmati",150,450,Snacks,Peanuts (500g)
2024-06-07,"Dharan, Koshi",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-07-21,"Janakpur, Madhesh",40,80,Spices,Turmeric Powder (100g)
2025-08-11,"Chitwan, Bagmati",40,80,Spices,Turmeric Powder (100g)
2025-11-21,"Lalitpur, Bagmati",70,350,Personal Care,Mehendi (200g)
2025-04-21,"Nepalgunj, Lumbini",200,400,Household,Washing Powder (1kg)
2025-06-02,"Bhaktapur, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2025-05-01,"Pokhara, Gandaki",40,400,Spices,Turmeric Powder (100g)
2024-06-11,"Hetauda, Bagmati",50,500,Snacks,Titaura (pack)
2024-08-26,"Itahari, Koshi",200,600,Dairy,"Local Cheese (Chhurpi, pack)"
2024-01-26,"Biratnagar, Koshi",300,900,Beverages,Horlicks (jar)
2025-03-14,"Lalitpur, Bagmati",40,160,Spices,Turmeric Powder (100g)
2024-12-30,"Kathmandu, Bagmati",180,180,Flours,Multi-grain Atta (1kg)
2025-07-01,"Chitwan, Bagmati",80,80,Bakery,Bread (loaf)
2024-05-30,"Chitwan, Bagmati",100,200,Fruits,Bananas (dozen)
2024-01-20,"Janakpur, Madhesh",30,180,Snacks,"Noodles (Maggi, pack)"
2024-11-17,"Biratnagar, Koshi",50,250,Personal Care,"Soap (bath, bar)"
2024-02-29,"Lalitpur, Bagmati",50,200,Spices,Coriander Powder (100g)
2024-03-08,"Janakpur, Madhesh",100,100,Snacks,Puffed Rice (1kg)
2024-01-05,"Nepalgunj, Lumbini",120,120,Dairy,Milk (1L)
2025-08-19,"Lalitpur, Bagmati",170,170,Essentials,Jaggery (1kg)
2024-05-03,"Bhaktapur, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2025-08-16,"Nepalgunj, Lumbini",105,105,Essentials,Sugar (1kg)
2025-08-20,"Biratnagar, Koshi",1150,2300,Dairy,Ghee (1L)
2025-06-16,"Nepalgunj, Lumbini",240,480,Dairy,Eggs (dozen)
2025-10-02,"Kathmandu, Bagmati",5,50,Household,Matches (box)
2024-05-21,"Janakpur, Madhesh",150,150,Condiments,Ginger Garlic Paste (jar)
2024-01-08,"Hetauda, Bagmati",200,400,Dairy,"Local Cheese (Chhurpi, pack)"
2025-10-09,"Lalitpur, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2024-10-29,"Chitwan, Bagmati",240,480,Dairy,Eggs (dozen)
2025-08-22,"Bhaktapur, Bagmati",50,300,Snacks,Titaura (pack)
2025-09-03,"Itahari, Koshi",50,500,Personal Care,"Soap (bath, bar)"
2025-01-03,"Dharan, Koshi",180,360,Flours,Multi-grain Atta (1kg)
2024-03-01,"Hetauda, Bagmati",50,500,Snacks,Biscuits (pack)
2025-06-17,"Butwal, Lumbini",150,300,Snacks,Peanuts (500g)
2024-04-27,"Hetauda, Bagmati",50,350,Snacks,Papad (pack)
2025-11-14,"Kathmandu, Bagmati",2000,4000,Household,Cooking Gas (small cylinder)
2024-03-05,"Hetauda, Bagmati",100,300,Vegetables,Onions (1kg)
2024-12-13,"Lalitpur, Bagmati",40,400,Spices,Turmeric Powder (100g)
2025-12-02,"Butwal, Lumbini",150,300,Condiments,Ginger Garlic Paste (jar)
2024-08-29,"Bhaktapur, Bagmati",105,315,Essentials,Sugar (1kg)
2024-08-09,"Lalitpur, Bagmati",40,200,Spices,Turmeric Powder (100g)
2025-12-03,"Butwal, Lumbini",50,350,Spices,Chili Powder (100g)
2025-11-05,"Itahari, Koshi",200,600,Grains & Pulses,Moong Dal (1kg)
2024-04-21,"Nepalgunj, Lumbini",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-10-10,"Lalitpur, Bagmati",30,180,Snacks,"Noodles (Maggi, pack)"
2024-04-25,"Janakpur, Madhesh",50,200,Personal Care,"Soap (bath, bar)"
2025-07-26,"Nepalgunj, Lumbini",150,300,Condiments,Ginger Garlic Paste (jar)
2025-06-15,"Kathmandu, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-05-20,"Chitwan, Bagmati",5,50,Household,Matches (box)
2025-10-18,"Janakpur, Madhesh",1150,3450,Dairy,Ghee (1L)
2025-01-13,"Janakpur, Madhesh",200,200,Grains & Pulses,Moong Dal (1kg)
2025-02-22,"Nepalgunj, Lumbini",5,5,Household,Matches (box)
2024-02-26,"Butwal, Lumbini",5,50,Household,Matches (box)
2025-07-12,"Nepalgunj, Lumbini",70,490,Personal Care,Mehendi (200g)
2024-06-28,"Hetauda, Bagmati",180,360,Flours,Multi-grain Atta (1kg)
2025-10-14,"Pokhara, Gandaki",150,300,Snacks,Peanuts (500g)
2024-04-24,"Bhaktapur, Bagmati",150,450,Condiments,Ginger Garlic Paste (jar)
2025-09-17,"Chitwan, Bagmati",1150,1150,Dairy,Ghee (1L)
2025-07-07,"Pokhara, Gandaki",50,150,Snacks,Papad (pack)
2025-03-14,"Bhaktapur, Bagmati",240,480,Dairy,Eggs (dozen)
2024-10-13,"Pokhara, Gandaki",40,360,Snacks,Chips/Namkeen (pack)
2025-08-10,"Nepalgunj, Lumbini",70,210,Personal Care,Mehendi (200g)
2024-03-04,"Nepalgunj, Lumbini",50,450,Spices,Chili Powder (100g)
2024-01-20,"Janakpur, Madhesh",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-05-05,"Itahari, Koshi",50,350,Spices,Coriander Powder (100g)
2024-07-15,"Nepalgunj, Lumbini",240,720,Health Foods,Flax Seeds (1kg)
2025-06-15,"Dharan, Koshi",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-06-17,"Hetauda, Bagmati",80,160,Vegetables,Potatoes (1kg)
2024-08-04,"Chitwan, Bagmati",100,300,Snacks,Puffed Rice (1kg)
2025-09-12,"Chitwan, Bagmati",105,105,Essentials,Sugar (1kg)
2025-04-12,"Dharan, Koshi",1150,1150,Dairy,Ghee (1L)
2025-11-01,"Kathmandu, Bagmati",30,150,Household,Candles (pack)
2025-03-31,"Butwal, Lumbini",170,170,Essentials,Jaggery (1kg)
2025-09-26,"Nepalgunj, Lumbini",300,900,Beverages,Horlicks (jar)
2024-09-24,"Janakpur, Madhesh",40,240,Snacks,Chips/Namkeen (pack)
2025-04-10,"Biratnagar, Koshi",2000,2000,Household,Cooking Gas (small cylinder)
2024-06-22,"Itahari, Koshi",120,120,Flours,"Suji (Semolina, 1kg)"
2025-10-18,"Kathmandu, Bagmati",240,720,Dairy,Eggs (dozen)
2025-03-01,"Bhaktapur, Bagmati",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2024-07-16,"Kathmandu, Bagmati",1150,1150,Dairy,Ghee (1L)
2025-11-24,"Nepalgunj, Lumbini",550,1650,Beverages,Tea Leaves (1kg)
2025-11-11,"Nepalgunj, Lumbini",150,150,Grains & Pulses,Masoor Dal (1kg)
2025-10-07,"Hetauda, Bagmati",5,25,Household,Matches (box)
2025-01-13,"Chitwan, Bagmati",50,350,Snacks,Biscuits (pack)
2024-07-10,"Dharan, Koshi",100,100,Fruits,Bananas (dozen)
2025-08-04,"Hetauda, Bagmati",150,300,Condiments,Ginger Garlic Paste (jar)
2024-03-16,"Itahari, Koshi",100,100,Spices,Dry Chilies (100g)
2025-11-26,"Lalitpur, Bagmati",100,300,Spices,Dry Chilies (100g)
2024-02-01,"Hetauda, Bagmati",200,200,Household,Washing Powder (1kg)
2024-10-12,"Hetauda, Bagmati",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2025-08-02,"Chitwan, Bagmati",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-08-20,"Kathmandu, Bagmati",200,600,Household,Washing Powder (1kg)
2024-05-04,"Janakpur, Madhesh",150,450,Snacks,Peanuts (500g)
2024-01-05,"Pokhara, Gandaki",150,450,Condiments,Ginger Garlic Paste (jar)
2025-10-03,"Biratnagar, Koshi",200,400,Household,Washing Powder (1kg)
2024-08-08,"Pokhara, Gandaki",50,50,Snacks,Biscuits (pack)
2025-07-09,"Janakpur, Madhesh",50,200,Spices,Chili Powder (100g)
2025-11-07,"Kathmandu, Bagmati",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-08-03,"Pokhara, Gandaki",50,500,Personal Care,"Soap (bath, bar)"
2025-07-15,"Pokhara, Gandaki",40,40,Spices,Turmeric Powder (100g)
2024-12-02,"Lalitpur, Bagmati",550,1100,Beverages,Tea Leaves (1kg)
2024-09-22,"Hetauda, Bagmati",25,200,Essentials,Salt (1kg)
2024-10-16,"Biratnagar, Koshi",200,600,Dairy,"Local Cheese (Chhurpi, pack)"
2024-12-21,"Bhaktapur, Bagmati",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-04-28,"Hetauda, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2024-04-15,"Kathmandu, Bagmati",40,120,Snacks,Chips/Namkeen (pack)
2024-12-28,"Kathmandu, Bagmati",25,50,Essentials,Salt (1kg)
2025-10-30,"Hetauda, Bagmati",150,150,Grains & Pulses,Masoor Dal (1kg)
2025-09-29,"Dharan, Koshi",100,300,Spices,Dry Chilies (100g)
2024-04-26,"Biratnagar, Koshi",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-11-22,"Chitwan, Bagmati",50,250,Snacks,Titaura (pack)
2025-01-25,"Lalitpur, Bagmati",50,300,Snacks,Titaura (pack)
2025-08-26,"Butwal, Lumbini",2000,4000,Household,Cooking Gas (small cylinder)
2024-03-28,"Lalitpur, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2024-01-23,"Butwal, Lumbini",180,180,Flours,Multi-grain Atta (1kg)
2024-01-20,"Lalitpur, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2025-06-19,"Nepalgunj, Lumbini",30,120,Snacks,"Noodles (Maggi, pack)"
2024-02-05,"Chitwan, Bagmati",100,200,Spices,Dry Chilies (100g)
2024-08-27,"Nepalgunj, Lumbini",200,600,Household,Washing Powder (1kg)
2024-02-20,"Chitwan, Bagmati",50,250,Snacks,Papad (pack)
2025-03-04,"Janakpur, Madhesh",150,300,Condiments,Ginger Garlic Paste (jar)
2024-04-19,"Lalitpur, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-09-25,"Chitwan, Bagmati",200,600,Grains & Pulses,Moong Dal (1kg)
2025-09-13,"Lalitpur, Bagmati",50,400,Spices,Coriander Powder (100g)
2024-05-28,"Bhaktapur, Bagmati",120,240,Dairy,Milk (1L)
2024-05-30,"Bhaktapur, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2025-01-03,"Hetauda, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-07-18,"Kathmandu, Bagmati",150,300,Flours,"Besan (Gram Flour, 1kg)"
2024-08-05,"Pokhara, Gandaki",30,120,Snacks,"Noodles (Maggi, pack)"
2025-09-16,"Butwal, Lumbini",200,200,Grains & Pulses,Moong Dal (1kg)
2025-03-08,"Butwal, Lumbini",300,300,Beverages,Horlicks (jar)
2024-11-25,"Itahari, Koshi",40,80,Snacks,Chips/Namkeen (pack)
2024-09-22,"Chitwan, Bagmati",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-10-08,"Chitwan, Bagmati",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-11-01,"Lalitpur, Bagmati",150,300,Flours,"Besan (Gram Flour, 1kg)"
2024-07-16,"Janakpur, Madhesh",1150,1150,Dairy,Ghee (1L)
2024-10-10,"Hetauda, Bagmati",50,500,Spices,Coriander Powder (100g)
2024-10-17,"Pokhara, Gandaki",200,400,Grains & Pulses,Moong Dal (1kg)
2025-09-12,"Itahari, Koshi",150,150,Snacks,Peanuts (500g)
2025-04-12,"Pokhara, Gandaki",300,600,Beverages,Horlicks (jar)
2025-02-22,"Dharan, Koshi",25,100,Essentials,Salt (1kg)
2024-02-23,"Dharan, Koshi",120,360,Dairy,Milk (1L)
2024-06-06,"Hetauda, Bagmati",300,300,Beverages,Horlicks (jar)
2025-02-13,"Chitwan, Bagmati",50,500,Spices,Chili Powder (100g)
2024-10-26,"Itahari, Koshi",40,360,Spices,Turmeric Powder (100g)
2025-09-21,"Kathmandu, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2024-07-31,"Lalitpur, Bagmati",50,350,Snacks,Titaura (pack)
2024-02-06,"Lalitpur, Bagmati",200,400,Dairy,"Local Cheese (Chhurpi, pack)"
2025-04-03,"Kathmandu, Bagmati",200,400,Household,Washing Powder (1kg)
2024-09-23,"Dharan, Koshi",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-12-26,"Itahari, Koshi",200,200,Household,Washing Powder (1kg)
2024-09-15,"Butwal, Lumbini",30,150,Snacks,"Noodles (Maggi, pack)"
2024-05-25,"Bhaktapur, Bagmati",40,160,Spices,Turmeric Powder (100g)
2024-05-02,"Butwal, Lumbini",150,150,Grains & Pulses,Masoor Dal (1kg)
2025-02-08,"Kathmandu, Bagmati",80,640,Bakery,Bread (loaf)
2024-07-12,"Kathmandu, Bagmati",70,420,Personal Care,Mehendi (200g)
2024-09-19,"Biratnagar, Koshi",100,100,Condiments,Tomato Ketchup (bottle)
2025-02-13,"Bhaktapur, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2024-04-25,"Janakpur, Madhesh",120,120,Flours,"Suji (Semolina, 1kg)"
2025-11-14,"Bhaktapur, Bagmati",100,300,Spices,Dry Chilies (100g)
2024-02-21,"Biratnagar, Koshi",50,450,Snacks,Papad (pack)
2024-02-27,"Bhaktapur, Bagmati",30,30,Household,Candles (pack)
2025-04-03,"Pokhara, Gandaki",40,120,Snacks,Chips/Namkeen (pack)
2024-02-06,"Chitwan, Bagmati",50,200,Personal Care,"Soap (bath, bar)"
2025-06-28,"Janakpur, Madhesh",40,280,Snacks,Chips/Namkeen (pack)
2025-03-18,"Biratnagar, Koshi",150,150,Snacks,Peanuts (500g)
2025-10-31,"Butwal, Lumbini",100,100,Vegetables,Tomatoes (1kg)
2024-10-11,"Butwal, Lumbini",100,100,Fruits,Bananas (dozen)
2024-11-22,"Butwal, Lumbini",100,200,Condiments,Tomato Ketchup (bottle)
2025-08-28,"Biratnagar, Koshi",50,450,Snacks,Titaura (pack)
2025-09-19,"Bhaktapur, Bagmati",50,400,Snacks,Biscuits (pack)
2025-07-30,"Chitwan, Bagmati",5,15,Household,Matches (box)
2024-01-08,"Hetauda, Bagmati",80,80,Bakery,Bread (loaf)
2025-02-14,"Biratnagar, Koshi",50,450,Snacks,Papad (pack)
2024-07-24,"Bhaktapur, Bagmati",50,250,Spices,Chili Powder (100g)
2025-04-09,"Kathmandu, Bagmati",50,500,Spices,Coriander Powder (100g)
2024-11-16,"Chitwan, Bagmati",100,100,Spices,Dry Chilies (100g)
2025-11-23,"Nepalgunj, Lumbini",100,100,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-01-27,"Kathmandu, Bagmati",550,550,Beverages,Tea Leaves (1kg)
2024-06-26,"Nepalgunj, Lumbini",50,250,Spices,Coriander Powder (100g)
2024-06-17,"Chitwan, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2025-02-11,"Bhaktapur, Bagmati",80,480,Bakery,Bread (loaf)
2025-02-24,"Dharan, Koshi",100,100,Vegetables,Tomatoes (1kg)
2024-11-14,"Itahari, Koshi",80,400,Personal Care,Toothpaste (100g)
2025-06-23,"Janakpur, Madhesh",100,200,Snacks,Puffed Rice (1kg)
2024-11-29,"Chitwan, Bagmati",50,250,Personal Care,"Soap (bath, bar)"
2025-11-22,"Butwal, Lumbini",40,40,Snacks,Chips/Namkeen (pack)
2024-06-12,"Bhaktapur, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2024-01-31,"Kathmandu, Bagmati",30,270,Household,Candles (pack)
2025-08-12,"Chitwan, Bagmati",30,120,Snacks,"Noodles (Maggi, pack)"
2025-04-29,"Janakpur, Madhesh",150,150,Snacks,Peanuts (500g)
2025-02-15,"Itahari, Koshi",40,80,Snacks,Chips/Namkeen (pack)
2025-01-19,"Bhaktapur, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-04-25,"Kathmandu, Bagmati",300,600,Beverages,Horlicks (jar)
2025-09-26,"Kathmandu, Bagmati",70,210,Personal Care,Mehendi (200g)
2025-05-04,"Bhaktapur, Bagmati",105,315,Essentials,Sugar (1kg)
2025-11-26,"Pokhara, Gandaki",120,360,Dairy,Milk (1L)
2024-02-10,"Lalitpur, Bagmati",25,50,Essentials,Salt (1kg)
2025-11-05,"Pokhara, Gandaki",70,70,Personal Care,Mehendi (200g)
2024-11-11,"Bhaktapur, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2025-07-07,"Kathmandu, Bagmati",5,15,Household,Matches (box)
2025-07-26,"Biratnagar, Koshi",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-01-28,"Chitwan, Bagmati",80,80,Personal Care,Toothpaste (100g)
2025-06-25,"Pokhara, Gandaki",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2025-02-01,"Kathmandu, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-04-13,"Lalitpur, Bagmati",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-07-12,"Pokhara, Gandaki",100,300,Condiments,Tomato Ketchup (bottle)
2024-10-25,"Nepalgunj, Lumbini",80,640,Personal Care,Toothpaste (100g)
2024-01-07,"Nepalgunj, Lumbini",105,315,Essentials,Sugar (1kg)
2025-10-22,"Chitwan, Bagmati",80,240,Vegetables,Potatoes (1kg)
2024-01-16,"Chitwan, Bagmati",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-08-16,"Janakpur, Madhesh",150,150,Grains & Pulses,Masoor Dal (1kg)
2025-08-11,"Itahari, Koshi",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-03-11,"Chitwan, Bagmati",120,360,Flours,"Suji (Semolina, 1kg)"
2024-08-08,"Pokhara, Gandaki",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-06-05,"Lalitpur, Bagmati",2000,6000,Household,Cooking Gas (small cylinder)
2024-01-17,"Biratnagar, Koshi",150,300,Snacks,Peanuts (500g)
2024-07-11,"Janakpur, Madhesh",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2025-03-23,"Chitwan, Bagmati",90,450,Flours,"Wheat Flour (Atta, 1kg)"
2025-08-09,"Dharan, Koshi",50,450,Snacks,Papad (pack)
2024-06-21,"Dharan, Koshi",100,100,Condiments,Tomato Ketchup (bottle)
2025-02-06,"Janakpur, Madhesh",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-04-03,"Janakpur, Madhesh",100,200,Vegetables,Onions (1kg)
2024-09-18,"Bhaktapur, Bagmati",80,480,Bakery,Bread (loaf)
2025-03-08,"Pokhara, Gandaki",80,640,Bakery,Bread (loaf)
2024-10-01,"Lalitpur, Bagmati",120,360,Dairy,Milk (1L)
2024-05-18,"Nepalgunj, Lumbini",50,50,Spices,Chili Powder (100g)
2025-02-04,"Hetauda, Bagmati",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-12-07,"Biratnagar, Koshi",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-06-28,"Biratnagar, Koshi",100,100,Fruits,Bananas (dozen)
2025-02-14,"Pokhara, Gandaki",150,300,Snacks,Peanuts (500g)
2025-07-07,"Janakpur, Madhesh",150,450,Grains & Pulses,Masoor Dal (1kg)
2024-04-22,"Biratnagar, Koshi",50,100,Snacks,Biscuits (pack)
2024-07-09,"Butwal, Lumbini",25,50,Essentials,Salt (1kg)
2024-12-22,"Pokhara, Gandaki",150,300,Snacks,Peanuts (500g)
2025-05-25,"Hetauda, Bagmati",500,1000,Vegetables,Bamboo Shoots (1kg)
2025-10-10,"Janakpur, Madhesh",100,100,Fruits,Bananas (dozen)
2025-08-13,"Kathmandu, Bagmati",105,315,Essentials,Sugar (1kg)
2025-02-25,"Biratnagar, Koshi",50,300,Spices,Chili Powder (100g)
2025-11-16,"Dharan, Koshi",80,720,Bakery,Bread (loaf)
2025-02-28,"Biratnagar, Koshi",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-02-07,"Dharan, Koshi",180,180,Flours,Multi-grain Atta (1kg)
2024-01-11,"Dharan, Koshi",240,480,Dairy,Eggs (dozen)
2024-04-04,"Dharan, Koshi",200,600,Grains & Pulses,Moong Dal (1kg)
2024-08-16,"Butwal, Lumbini",2000,2000,Household,Cooking Gas (small cylinder)
2025-01-23,"Dharan, Koshi",100,300,Fruits,Bananas (dozen)
2024-12-24,"Nepalgunj, Lumbini",200,200,Grains & Pulses,Moong Dal (1kg)
2025-06-10,"Itahari, Koshi",50,300,Snacks,Biscuits (pack)
2024-02-21,"Pokhara, Gandaki",105,105,Essentials,Sugar (1kg)
2025-09-01,"Dharan, Koshi",120,240,Flours,"Suji (Semolina, 1kg)"
2024-11-23,"Pokhara, Gandaki",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-06-20,"Itahari, Koshi",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2025-03-26,"Biratnagar, Koshi",2000,4000,Household,Cooking Gas (small cylinder)
2025-08-25,"Dharan, Koshi",150,450,Snacks,Peanuts (500g)
2024-11-03,"Janakpur, Madhesh",150,300,Condiments,Ginger Garlic Paste (jar)
2024-12-09,"Nepalgunj, Lumbini",105,210,Essentials,Sugar (1kg)
2025-11-17,"Butwal, Lumbini",100,200,Vegetables,Tomatoes (1kg)
2024-03-21,"Butwal, Lumbini",500,1000,Vegetables,Bamboo Shoots (1kg)
2024-07-10,"Chitwan, Bagmati",240,240,Health Foods,Flax Seeds (1kg)
2025-09-26,"Janakpur, Madhesh",240,720,Dairy,Eggs (dozen)
2025-04-19,"Itahari, Koshi",120,120,Flours,"Suji (Semolina, 1kg)"
2025-06-15,"Nepalgunj, Lumbini",30,270,Household,Candles (pack)
2024-04-19,"Lalitpur, Bagmati",100,200,Snacks,Puffed Rice (1kg)
2024-06-28,"Itahari, Koshi",50,150,Spices,Chili Powder (100g)
2024-08-26,"Itahari, Koshi",40,280,Spices,Turmeric Powder (100g)
2024-02-05,"Chitwan, Bagmati",150,450,Flours,"Besan (Gram Flour, 1kg)"
2025-01-19,"Itahari, Koshi",100,100,Vegetables,Onions (1kg)
2025-06-30,"Butwal, Lumbini",100,100,Fruits,Bananas (dozen)
2024-07-02,"Butwal, Lumbini",80,480,Personal Care,Toothpaste (100g)
2025-10-15,"Itahari, Koshi",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-07-12,"Itahari, Koshi",80,160,Vegetables,Potatoes (1kg)
2024-02-02,"Pokhara, Gandaki",100,100,Condiments,Tomato Ketchup (bottle)
2024-02-09,"Kathmandu, Bagmati",80,160,Bakery,Bread (loaf)
2025-05-27,"Janakpur, Madhesh",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-12-03,"Janakpur, Madhesh",25,225,Essentials,Salt (1kg)
2024-08-16,"Kathmandu, Bagmati",180,540,Flours,Multi-grain Atta (1kg)
2024-03-15,"Bhaktapur, Bagmati",80,400,Personal Care,Toothpaste (100g)
2024-10-25,"Dharan, Koshi",180,540,Grains & Pulses,Arhar Dal (1kg)
2024-07-07,"Itahari, Koshi",40,240,Snacks,Chips/Namkeen (pack)
2024-02-02,"Bhaktapur, Bagmati",50,250,Snacks,Biscuits (pack)
2025-05-09,"Biratnagar, Koshi",150,300,Snacks,Peanuts (500g)
2025-03-24,"Bhaktapur, Bagmati",1150,2300,Dairy,Ghee (1L)
2024-08-04,"Bhaktapur, Bagmati",100,200,Fruits,Bananas (dozen)
2024-01-25,"Lalitpur, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2025-08-29,"Bhaktapur, Bagmati",80,160,Bakery,Bread (loaf)
2025-09-05,"Pokhara, Gandaki",200,400,Household,Washing Powder (1kg)
2024-03-15,"Butwal, Lumbini",100,300,Condiments,Tomato Ketchup (bottle)
2024-12-21,"Itahari, Koshi",2000,4000,Household,Cooking Gas (small cylinder)
2024-05-23,"Hetauda, Bagmati",80,640,Vegetables,Potatoes (1kg)
2025-10-25,"Nepalgunj, Lumbini",180,360,Flours,Multi-grain Atta (1kg)
2025-07-19,"Butwal, Lumbini",500,500,Vegetables,Bamboo Shoots (1kg)
2025-03-03,"Biratnagar, Koshi",240,720,Health Foods,Flax Seeds (1kg)
2025-09-16,"Nepalgunj, Lumbini",50,350,Spices,Coriander Powder (100g)
